,tweet_id,favorite_count,retweet_count
972,824297048279236611,14787,3769
973,830956169170665475,7808,1451
974,802600418706604034,7034,1446
975,816450570814898180,29986,7901
976,854120357044912130,30359,6969
977,667119796878725120,307,119
978,667177989038297088,178,50
979,667188689915760640,686,363
980,667517642048163840,344,177
981,668979806671884288,739,321
982,670086499208155136,654,231
983,670374371102445568,700,248
984,670417414769758208,535,302
985,678334497360859136,1241,237
986,671896809300709376,7950,3869
987,784431430411685888,5657,1253
988,869772420881756160,39355,9107
989,667915453470232577,196,51
990,678021115718029313,12998,5993
991,678991772295516161,2187,1099
992,835297930240217089,16084,2898
993,781661882474196992,10304,2673
994,759446261539934208,1637,471
995,733822306246479872,3543,982
996,800443802682937345,0,4270
997,822859134160621569,13020,2220
998,670403879788544000,399,141
999,802952499103731712,8939,1974
1000,706904523814649856,14075,7548
1001,749075273010798592,5609,2009
1002,714962719905021952,7073,4068
1003,715928423106027520,3070,844
1004,673343217010679808,909,250
1005,675501075957489664,16248,5502
1006,679111216690831360,5719,2470
1007,671879137494245376,1315,612
1008,676957860086095872,2134,769
1009,708356463048204288,3456,1262
1010,669324657376567296,460,192
1011,669970042633789440,284,51
1012,670803562457407488,320,83
1013,668872652652679168,493,280
1014,669354382627049472,2517,1177
1015,697255105972801536,2965,1111
1016,810984652412424192,5263,1414
1017,668587383441514497,1554,984
1018,677314812125323265,1576,506
1019,667724302356258817,445,291
1020,669363888236994561,581,209
1021,669367896104181761,427,140
1022,670468609693655041,336,82
1023,667165590075940865,2484,1029
1024,698195409219559425,16215,5741
1025,708349470027751425,2274,709
1026,743510151680958465,7692,3596
1027,817502432452313088,0,3336
1028,819924195358416896,12736,4795
1029,766714921925144576,2555,367
1030,737678689543020544,4866,1262
1031,725729321944506368,5017,1706
1032,679475951516934144,2011,614
1033,680221482581123072,1425,281
1034,681579835668455424,3426,1247
1035,683078886620553216,1932,545
1036,680115823365742593,2625,866
1037,682662431982772225,2946,1033
1038,683852578183077888,1879,332
1039,684195085588783105,1840,488
1040,679862121895714818,2374,591
1041,687704180304273409,2360,809
1042,688064179421470721,1678,348
1043,689977555533848577,1327,432
1044,690005060500217858,3547,1618
1045,775898661951791106,0,16418
1046,816816676327063552,9868,2000
1047,826598365270007810,9825,2287
1048,836380477523124226,14411,2890
1049,748977405889503236,10484,3287
1050,760656994973933572,6439,1854
1051,770655142660169732,7207,1739
1052,774757898236878852,8450,1747
1053,686386521809772549,3154,852
1054,858471635011153920,20251,4489
1055,678800283649069056,2468,857
1056,679877062409191424,1912,622
1057,765371061932261376,6923,2117
1058,854482394044301312,27681,6375
1059,773547596996571136,21720,6004
1060,680934982542561280,2014,416
1061,846153765933735936,30424,8613
1062,752932432744185856,12280,6660
1063,794205286408003585,9150,3285
1064,793601777308463104,7899,1597
1065,667801013445750784,303,87
1066,668625577880875008,352,119
1067,668815180734689280,517,239
1068,670826280409919488,5135,3740
1069,750026558547456000,2648,760
1070,750041628174217216,3085,592
1071,793286476301799424,24358,9052
1072,667866724293877760,2832,951
1073,700462010979500032,3975,1711
1074,678755239630127104,6784,3113
1075,704364645503647744,7712,3415
1076,711008018775851008,2886,588
1077,715696743237730304,3767,1239
1078,686683045143953408,2732,774
1079,677334615166730240,1280,269
1080,676219687039057920,72721,29299
1081,680913438424612864,2326,592
1082,667176164155375616,565,415
1083,696754882863349760,1433,348
1084,759557299618865152,4576,1160
1085,672622327801233409,1206,448
1086,672877615439593473,964,326
1087,673688752737402881,1183,459
1088,674318007229923329,1330,483
1089,674638615994089473,1585,544
1090,675135153782571009,1222,442
1091,675820929667219457,992,224
1092,667924896115245057,275,98
1093,670427002554466305,489,148
1094,672231046314901505,1703,931
1095,668274247790391296,766,214
1096,739844404073074688,3678,828
1097,739979191639244800,19311,5692
1098,743210557239623680,3720,1313
1099,743222593470234624,6006,1842
1100,726828223124897792,3443,964
1101,730573383004487680,4712,2048
1102,731156023742988288,3711,1219
1103,734776360183431168,2418,511
1104,736736130620620800,4097,1656
1105,725842289046749185,6838,2555
1106,726935089318363137,6621,2333
1107,727524757080539137,4306,1162
1108,746726898085036033,5876,1737
1109,746906459439529985,2821,285
1110,749036806121881602,3015,770
1111,785872687017132033,6628,1778
1112,737310737551491075,14145,7129
1113,811985624773361665,7190,1382
1114,819006400881917954,44745,18681
1115,841833993020538882,0,14388
1116,789628658055020548,7409,1739
1117,793165685325201412,9294,2750
1118,755206590534418437,16046,5193
1119,763837565564780549,12283,4038
1120,767191397493538821,12045,3668
1121,823322678127919110,15473,3923
1122,675147105808306176,887,216
1123,668256321989451776,1205,547
1124,669328503091937280,946,384
1125,890006608113172480,28040,6451
1126,889278841981685760,22975,4684
1127,666099513787052032,140,57
1128,686618349602762752,3573,1309
1129,695074328191332352,2751,1056
1130,692901601640583168,1706,579
1131,707411934438625280,2224,574
1132,817908911860748288,4787,785
1133,720389942216527872,6137,2395
1134,670420569653809152,576,289
1135,680070545539371008,2495,821
1136,681981167097122816,2708,994
1137,890240255349198849,29073,6431
1138,750011400160841729,3150,876
1139,855138241867124737,0,40
1140,684200372118904832,2080,1000
1141,741438259667034112,3576,787
1142,742465774154047488,7031,3769
1143,684567543613382656,2903,1165
1144,684902183876321280,1799,506
1145,685641971164143616,2823,746
1146,687664829264453632,1877,490
1147,690015576308211712,2403,707
1148,722974582966214656,3954,1504
1149,690735892932222976,3662,1222
1150,674664755118911488,860,226
1151,679854723806179328,2751,1170
1152,889880896479866881,25507,4383
1153,822163064745328640,0,4647
1154,837471256429613056,12458,2183
1155,751132876104687617,4933,1263
1156,838476387338051585,21855,4577
1157,841320156043304961,19204,5295
1158,835309094223372289,0,20246
1159,746542875601690625,4899,1826
1160,738891149612572673,102,6
1161,725458796924002305,1363,586
1162,692423280028966913,1428,219
1163,775842724423557120,11495,2601
1164,747439450712596480,5265,1852
1165,694342028726001664,1534,467
1166,702332542343577600,3071,1489
1167,698907974262222848,2455,599
1168,721001180231503872,2437,588
1169,669625907762618368,3280,1670
1170,812503143955202048,5987,1199
1171,695051054296211456,2573,765
1172,770293558247038976,6107,1432
1173,798209839306514432,10322,2527
1174,703041949650034688,25415,11967
1175,710117014656950272,5270,1892
1176,670778058496974848,311,68
1177,677557565589463040,2343,1098
1178,668779399630725120,667,343
1179,671768281401958400,1119,458
1180,673662677122719744,1179,344
1181,708834316713893888,1625,481
1182,710153181850935296,2814,860
1183,666817836334096384,472,230
1184,667773195014021121,216,48
1185,669564461267722241,364,111
1186,670411370698022913,1880,821
1187,670783437142401025,777,352
1188,666082916733198337,101,41
1189,672591271085670400,674,174
1190,674063288070742018,5978,2023
1191,708026248782585858,4247,1848
1192,826476773533745153,18060,4084
1193,678410210315247616,4020,1714
1194,670733412878163972,898,471
1195,673709992831262724,789,247
1196,679148763231985668,2677,980
1197,832397543355072512,11722,2145
1198,684914660081053696,3384,1400
1199,852672615818899456,14222,2033
1200,857746408056729600,32135,9824
1201,891087950875897856,18501,2743
1202,887101392804085760,27993,5247
1203,671547767500775424,1259,542
1204,671874878652489728,1177,510
1205,675146535592706048,1112,274
1206,706516534877929472,3016,988
1207,724049859469295616,4190,1705
1208,825829644528148480,12513,2434
1209,753298634498793472,0,5513
1210,872820683541237760,13564,3306
1211,761672994376806400,48289,28316
1212,685973236358713344,2029,501
1213,813800681631023104,8215,1726
1214,742534281772302336,6845,3440
1215,676582956622721024,1130,258
1216,696886256886657024,4686,1728
1217,667782464991965184,385,226
1218,667832474953625600,270,57
1219,799422933579902976,7994,1905
1220,681297372102656000,3096,911
1221,697482927769255936,2344,641
1222,707297311098011648,2694,750
1223,710269109699739648,2312,1071
1224,684926975086034944,3372,446
1225,688804835492233216,933,183
1226,697995514407682048,1471,324
1227,687096057537363968,2161,583
1228,699423671849451520,1316,309
1229,703774238772166656,1784,437
1230,758740312047005698,5606,1577
1231,812466873996607488,7889,1907
1232,667443425659232256,721,532
1233,869227993411051520,18869,3374
1234,698342080612007937,2196,926
1235,695629776980148225,4413,2011
1236,682242692827447297,3117,1100
1237,683742671509258241,6244,3181
1238,683828599284170753,2701,1016
1239,685315239903100929,3175,1005
1240,687102708889812993,2269,935
1241,705591895322394625,3067,1104
1242,793180763617361921,6878,1980
1243,802624713319034886,0,2870
1244,890971913173991426,10759,1773
1245,680805554198020098,2074,640
1246,667728196545200128,348,140
1247,672614745925664768,1142,540
1248,764259802650378240,5891,1469
1249,781524693396357120,20475,5463
1250,690021994562220032,2710,986
1251,669006782128353280,542,224
1252,758474966123810816,3709,970
1253,804475857670639616,6082,1989
1254,724983749226668032,3604,1243
1255,813187593374461952,19614,4280
1256,671789708968640512,6608,3201
1257,673708611235921920,1006,266
1258,674042553264685056,678,118
1259,681523177663676416,13776,5513
1260,724405726123311104,5102,1591
1261,673295268553605120,7036,2929
1262,674291837063053312,13778,5450
1263,673363615379013632,968,282
1264,678764513869611008,1564,445
1265,682259524040966145,3984,1145
1266,710844581445812225,2453,654
1267,708810915978854401,15886,6634
1268,723688335806480385,7379,2808
1269,675891555769696257,2017,808
1270,679530280114372609,4592,1989
1271,724004602748780546,4041,1477
1272,670822709593571328,563,89
1273,672139350159835138,1622,643
1274,677687604918272002,2386,800
1275,704847917308362754,4898,1458
1276,714251586676113411,3162,801
1277,843235543001513987,20803,5736
1278,673711475735838725,980,278
1279,681694085539872773,12362,3891
1280,809448704142938112,6880,1442
1281,778774459159379968,0,9682
1282,674805413498527744,804,334
1283,697259378236399616,3187,970
1284,720340705894408192,2763,936
1285,690938899477221376,3963,1877
1286,697463031882764288,3307,1353
1287,700143752053182464,7268,2603
1288,703425003149250560,3674,1305
1289,709409458133323776,2546,651
1290,877556246731214848,20769,3358
1291,881666595344535552,46273,9401
1292,887705289381826560,27652,4750
1293,881633300179243008,115,7
1294,785170936622350336,11880,4746
1295,699775878809702401,1893,582
1296,700864154249383937,2507,601
1297,857393404942143489,5532,1518
1298,880095782870896641,25237,3833
1299,666268910803644416,94,32
1300,671735591348891648,1348,697
1301,687460506001633280,1994,524
1302,692535307825213440,3049,1306
1303,751937170840121344,5058,1273
1304,879130579576475649,0,6010
1305,679001094530465792,2725,1165
1306,693629975228977152,2368,767
1307,712097430750289920,3637,991
1308,780543529827336192,6211,1715
1309,693582294167244802,1592,237
1310,873213775632977920,6583,1404
1311,886267009285017600,108,3
1312,688116655151435777,2735,743
1313,670679630144274432,704,257
1314,667861340749471744,230,74
1315,668542336805281792,422,194
1316,813096984823349248,10445,3574
1317,883117836046086144,33854,5841
1318,848213670039564288,7851,679
1319,890729181411237888,59210,16609
1320,704859558691414016,2173,511
1321,675706639471788032,617,87
1322,703769065844768768,3156,1096
1323,685532292383666176,2931,1110
1324,687127927494963200,5249,2182
1325,667793409583771648,648,306
1326,670444955656130560,6299,1831
1327,670474236058800128,1411,684
1328,687312378585812992,4226,1829
1329,796387464403357696,10900,4088
1330,877201837425926144,24824,4909
1331,888917238123831296,26601,3939
1332,675531475945709568,1120,358
1333,697575480820686848,1975,483
1334,711732680602345472,8485,3919
1335,670807719151067136,1083,451
1336,671138694582165504,859,370
1337,678774928607469569,2696,861
1338,666287406224695296,131,57
1339,666345417576210432,265,128
1340,670073503555706880,1457,726
1341,670319130621435904,3631,1128
1342,667495797102141441,486,244
1343,671544874165002241,1828,960
1344,671891728106971137,1228,521
1345,672834301050937345,1226,529
1346,672997845381865473,1850,663
1347,709918798883774466,3378,1045
1348,666447344410484738,94,18
1349,676470639084101634,11053,4422
1350,676949632774234114,1243,374
1351,677698403548192770,1176,304
1352,707969809498152960,2591,922
1353,816014286006976512,0,5160
1354,666701168228331520,394,195
1355,675489971617296384,1216,557
1356,669597912108789760,477,139
1357,667369227918143488,339,151
1358,669353438988365824,585,240
1359,671134062904504320,692,175
1360,672995267319328768,885,269
1361,675822767435051008,1441,510
1362,666418789513326592,110,40
1363,674262580978937856,1236,421
1364,734787690684657664,12107,6056
1365,670704688707301377,727,343
1366,671528761649688577,783,236
1367,672256522047614977,2632,1413
1368,676776431406465024,4756,1917
1369,693942351086120961,1689,352
1370,783085703974514689,8058,2160
1371,784517518371221505,8866,2482
1372,759923798737051648,14352,5484
1373,710140971284037632,2653,847
1374,681261549936340994,1407,256
1375,831911600680497154,26955,6311
1376,835264098648616962,7529,1631
1377,791784077045166082,0,9442
1378,678446151570427904,3837,1458
1379,734559631394082816,1441,381
1380,672538107540070400,952,337
1381,813217897535406080,18417,7184
1382,675798442703122432,9712,3224
1383,676263575653122048,1989,510
1384,684147889187209216,2893,1464
1385,786363235746385920,10773,3427
1386,677547928504967168,6619,3492
1387,709225125749587968,2330,546
1388,716285507865542656,2677,1009
1389,750383411068534784,4432,1113
1390,752173152931807232,5810,1773
1391,673906403526995968,2972,1526
1392,718460005985447936,2594,502
1393,697630435728322560,1691,524
1394,728760639972315136,4495,1633
1395,705786532653883392,1864,496
1396,778039087836069888,8359,2588
1397,700167517596164096,2549,704
1398,821149554670182400,8480,1921
1399,808838249661788160,10008,2997
1400,763167063695355904,0,2929
1401,704491224099647488,723,75
1402,667873844930215936,581,372
1403,672975131468300288,1567,831
1404,675888385639251968,2251,896
1405,667509364010450944,6324,1959
1406,741067306818797568,9229,2970
1407,672267570918129665,1382,567
1408,674739953134403584,1030,359
1409,675710890956750848,1782,768
1410,675878199931371520,3956,1315
1411,666804364988780544,216,84
1412,667174963120574464,229,71
1413,667549055577362432,5346,2070
1414,667902449697558528,803,350
1415,669000397445533696,19481,5857
1416,671743150407421952,702,219
1417,708130923141795840,3264,823
1418,732726085725589504,3434,855
1419,714606013974974464,3502,882
1420,681281657291280384,3121,1054
1421,675372240448454658,1596,488
1422,668237644992782336,5740,2599
1423,797971864723324932,11483,3072
1424,808733504066486276,7819,2134
1425,812372279581671427,13509,3617
1426,822489057087389700,17824,6255
1427,827933404142436356,19667,5107
1428,831939777352105988,23453,5957
1429,670691627984359425,551,221
1430,671520732782923777,1304,488
1431,687807801670897665,2306,689
1432,719339463458033665,4292,1180
1433,704480331685040129,3279,1031
1434,683449695444799489,3746,1552
1435,689623661272240129,2158,621
1436,740995100998766593,6139,2611
1437,772117678702071809,3699,722
1438,790337589677002753,7753,1860
1439,867072653475098625,0,106
1440,882268110199369728,40883,10200
1441,767122157629476866,9976,2792
1442,783821107061198850,7277,1932
1443,815990720817401858,4880,996
1444,834574053763584002,13324,2439
1445,835536468978302976,0,1631
1446,866094527597207552,0,7568
1447,696100768806522880,1866,629
1448,671486386088865792,541,181
1449,796563435802726400,0,7158
1450,686394059078897668,1682,666
1451,753039830821511168,36166,20246
1452,738166403467907072,8468,3209
1453,784183165795655680,19785,7910
1454,668986018524233728,511,150
1455,669972011175813120,413,141
1456,863427515083354112,2042,85
1457,838201503651401729,0,9668
1458,668248472370458624,885,435
1459,857029823797047296,17741,3678
1460,671347597085433856,883,391
1461,672239279297454080,840,300
1462,700505138482569216,2218,547
1463,704761120771465216,6408,2802
1464,721503162398597120,4449,1749
1465,672205392827572224,2099,1058
1466,675517828909424640,1223,437
1467,675015141583413248,2542,1103
1468,696877980375769088,2368,686
1469,700890391244103680,2140,547
1470,676146341966438401,1825,628
1471,704113298707505153,1792,551
1472,684880619965411328,2016,776
1473,668484198282485761,392,215
1474,671147085991960577,620,201
1475,667182792070062081,13214,5616
1476,845098359547420673,0,7313
1477,831926988323639298,329,34
1478,703382836347330562,3388,1101
1479,673686845050527744,1351,402
1480,698635131305795584,1257,330
1481,703268521220972544,1916,521
1482,739932936087216128,3925,1041
1483,741303864243200000,8505,3086
1484,699801817392291840,2940,914
1485,732375214819057664,7799,2406
1486,676946864479084545,1650,345
1487,676089483918516224,1243,414
1488,719367763014393856,2696,713
1489,711694788429553666,31630,17597
1490,728046963732717569,4139,1156
1491,667546741521195010,316,115
1492,675047298674663426,993,298
1493,678675843183484930,2734,1393
1494,711652651650457602,3719,871
1495,697616773278015490,3042,975
1496,706538006853918722,3358,1376
1497,709207347839836162,12052,5534
1498,699788877217865730,2161,493
1499,668992363537309700,693,311
1500,675149409102012420,3517,1585
1501,748346686624440324,5081,1193
1502,801115127852503040,7992,2076
1503,854010172552949760,15441,2948
1504,748568946752774144,2148,652
1505,773670353721753600,5258,1284
1506,699060279947165696,3615,1728
1507,787397959788929025,10775,2814
1508,681339448655802368,8985,3921
1509,749996283729883136,2976,793
1510,790698755171364864,8127,1899
1511,857062103051644929,0,154
1512,675849018447167488,901,133
1513,668113020489474048,620,217
1514,737322739594330112,3478,776
1515,746131877086527488,6687,2111
1516,747594051852075008,3567,1016
1517,749774190421639168,4549,1282
1518,750719632563142656,12814,4856
1519,752660715232722944,4263,1512
1520,753420520834629632,7689,3451
1521,758467244762497024,4680,2158
1522,760252756032651264,3863,847
1523,764857477905154048,6321,1738
1524,788039637453406209,6062,1291
1525,793210959003287553,8841,2761
1526,819238181065359361,2226,401
1527,785515384317313025,6043,1238
1528,768554158521745409,0,5692
1529,749064354620928000,4674,1480
1530,761004547850530816,11092,3385
1531,766864461642756096,0,5484
1532,697516214579523584,1982,1070
1533,781251288990355457,8292,2041
1534,702932127499816960,2496,692
1535,667044094246576128,174,44
1536,852912242202992640,8584,1694
1537,676593408224403456,4347,2028
1538,844223788422217728,13208,2083
1539,864279568663928832,13575,2721
1540,819015331746349057,0,18681
1541,801854953262350336,1781,235
1542,834931633769889797,10539,1571
1543,771014301343748096,6749,1617
1544,884925521741709313,70193,15878
1545,775085132600442880,15273,4622
1546,823699002998870016,13744,2461
1547,824775126675836928,14653,3419
1548,833826103416520705,17703,3652
1549,844979544864018432,13179,2432
1550,857989990357356544,15094,2382
1551,754120377874386944,7701,2285
1552,768609597686943744,4030,1168
1553,771380798096281600,10282,4944
1554,859607811541651456,17467,1419
1555,864873206498414592,29942,7871
1556,752568224206688256,5346,2210
1557,671550332464455680,845,194
1558,796484825502875648,7499,1733
1559,832369877331693569,16788,3096
1560,834086379323871233,12753,2138
1561,845812042753855489,28182,8279
1562,870063196459192321,33681,7445
1563,823581115634085888,12781,2568
1564,768193404517830656,10654,3457
1565,763956972077010945,749,53
1566,856288084350160898,488,15
1567,807621403335917568,14429,3568
1568,689999384604450816,1368,354
1569,712809025985978368,18365,6457
1570,668631377374486528,658,293
1571,666102155909144576,69,11
1572,677530072887205888,1020,217
1573,706901761596989440,1979,562
1574,669203728096960512,934,432
1575,672604026190569472,1028,366
1576,689905486972461056,2370,672
1577,693280720173801472,3238,1196
1578,817056546584727552,8467,1613
1579,704134088924532736,1457,438
1580,847116187444137987,20676,3037
1581,692828166163931137,2776,859
1582,693231807727280129,2778,714
1583,671855973984772097,841,399
1584,672898206762672129,848,391
1585,673705679337693185,1181,380
1586,675740360753160193,1111,318
1587,690360449368465409,2577,846
1588,724046343203856385,2564,535
1589,672488522314567680,1038,400
1590,697596423848730625,2909,1215
1591,871102520638267392,19270,4924
1592,789599242079838210,6672,1896
1593,831322785565769729,9089,1506
1594,769212283578875904,5281,1673
1595,777684233540206592,11055,2870
1596,789530877013393408,11610,3336
1597,670421925039075328,1223,583
1598,667538891197542400,191,60
1599,672248013293752320,1622,556
1600,855862651834028034,314,22
1601,818614493328580609,9698,2489
1602,759099523532779520,14169,4042
1603,751583847268179968,4288,1065
1604,752519690950500352,7189,3348
1605,753655901052166144,5700,2115
1606,756275833623502848,6234,1491
1607,756526248105566208,10161,3481
1608,753294487569522689,3271,1011
1609,757741869644341248,6712,3163
1610,760290219849637889,26181,11171
1611,760641137271070720,4871,1263
1612,761745352076779520,4184,841
1613,778650543019483137,5666,1469
1614,779056095788752897,14532,4439
1615,670290420111441920,651,263
1616,780476555013349377,0,109
1617,851224888060895234,19804,5440
1618,760539183865880579,7400,3523
1619,871762521631449091,18602,3102
1620,882045870035918850,26753,4284
1621,859074603037188101,31659,12549
1622,877316821321428993,25122,4594
1623,852936405516943360,0,1868
1624,777953400541634568,0,3457
1625,802239329049477120,9009,2589
1626,705239209544720384,2899,727
1627,671488513339211776,938,440
1628,708738143638450176,2663,780
1629,710272297844797440,4368,1201
1630,719551379208073216,4870,1812
1631,684122891630342144,1939,451
1632,709519240576036864,1447,226
1633,750506206503038976,4331,1114
1634,751456908746354688,3136,977
1635,754482103782404096,5159,1897
1636,757400162377592832,14785,6653
1637,758355060040593408,3302,1030
1638,681193455364796417,3567,1405
1639,684538444857667585,2558,911
1640,773922284943896577,6288,1713
1641,776201521193218049,9432,2466
1642,711363825979756544,3506,1086
1643,788178268662984705,7152,2068
1644,792913359805018113,14174,3931
1645,796149749086875649,31948,14107
1646,800751577355128832,10486,2763
1647,668826086256599040,399,124
1648,813812741911748608,36026,13750
1649,829861396166877184,12007,1881
1650,797165961484890113,221,26
1651,832636094638288896,15519,2697
1652,730196704625098752,4670,1800
1653,667437278097252352,417,214
1654,711968124745228288,7759,2211
1655,706310011488698368,20544,7598
1656,771136648247640064,8981,2856
1657,713175907180089344,4293,1418
1658,780496263422808064,0,3600
1659,754449512966619136,3653,716
1660,755955933503782912,7123,2791
1661,756998049151549440,6130,1928
1662,759846353224826880,6579,1914
1663,760190180481531904,5568,1746
1664,750429297815552001,12827,4139
1665,754856583969079297,6725,2436
1666,760893934457552897,3728,945
1667,761750502866649088,0,3810
1668,763103485927849985,7225,2251
1669,750868782890057730,4652,1319
1670,772114945936949249,2681,459
1671,793120401413079041,12530,3875
1672,796080075804475393,8379,2282
1673,799774291445383169,0,4622
1674,801958328846974976,7685,1707
1675,811627233043480576,12608,3024
1676,817827839487737858,50837,26577
1677,821407182352777218,11553,4231
1678,667470559035432960,235,89
1679,790987426131050500,9727,2105
1680,813944609378369540,0,3136
1681,878404777348136964,0,1126
1682,866720684873056260,18524,4332
1683,769940425801170949,30650,9303
1684,668226093875376128,271,93
1685,668989615043424256,626,304
1686,691090071332753408,1667,321
1687,681610798867845120,1827,446
1688,694206574471057408,4022,1957
1689,732005617171337216,14341,5160
1690,809808892968534016,0,4833
1691,675349384339542016,3714,2129
1692,839990271299457024,13044,2182
1693,682389078323662849,1606,448
1694,688547210804498433,2507,671
1695,684830982659280897,33830,20839
1696,679722016581222400,1601,451
1697,831670449226514432,10210,1762
1698,672884426393653248,1441,782
1699,674082852460433408,718,153
1700,829501995190984704,31084,10301
1701,776249906839351296,0,8924
1702,804738756058218496,13565,3780
1703,814986499976527872,7557,1252
1704,670433248821026816,311,103
1705,668466899341221888,821,466
1706,673707060090052608,1037,362
1707,722613351520608256,4803,1566
1708,675707330206547968,1873,640
1709,701952816642965504,3717,988
1710,723179728551723008,5109,1784
1711,842163532590374912,23667,5537
1712,750132105863102464,3513,1252
1713,781163403222056960,9672,2711
1714,719991154352222208,4665,1669
1715,751830394383790080,5674,1886
1716,828361771580813312,2142,172
1717,755110668769038337,20660,10779
1718,763183847194451968,5265,1437
1719,685198997565345792,2257,644
1720,754747087846248448,2524,503
1721,778027034220126208,6456,1570
1722,783391753726550016,16679,5364
1723,787717603741622272,10156,2746
1724,789986466051088384,9164,2279
1725,790581949425475584,20453,7032
1726,849336543269576704,10950,1788
1727,850019790995546112,19566,4607
1728,747242308580548608,0,2802
1729,867774946302451713,31464,6601
1730,814638523311648768,11133,2652
1731,888804989199671297,23339,3724
1732,892420643555336193,35168,7421
1733,781308096455073793,7052,2512
1734,848324959059550208,23763,4389
1735,849412302885593088,15243,2982
1736,853639147608842240,32925,9380
1737,854732716440526848,21560,5665
1738,862096992088072192,69033,21070
1739,852553447878664193,15501,3267
1740,870374049280663552,76782,23835
1741,872620804844003328,19078,3236
1742,874057562936811520,20872,3532
1743,876484053909872640,17218,2090
1744,870656317836468226,11329,2332
1745,881906580714921986,22252,2996
1746,669573570759163904,405,127
1747,879674319642796034,289,10
1748,874434818259525634,0,12860
1749,687494652870668288,1835,554
1750,729823566028484608,3836,1192
1751,704054845121142784,2822,882
1752,747844099428986880,2743,722
1753,828011680017821696,10143,2097
1754,829011960981237760,52244,15915
1755,836001077879255040,18592,4124
1756,838952994649550848,19106,3852
1757,863553081350529029,14180,3807
1758,816336735214911488,8480,1910
1759,694905863685980160,2658,902
1760,701214700881756160,11796,4890
1761,699434518667751424,2107,493
1762,747600769478692864,2270,543
1763,831650051525054464,6970,1868
1764,805207613751304193,7776,1697
1765,786036967502913536,0,6886
1766,786664955043049472,10480,2504
1767,686035780142297088,1109,112
1768,775350846108426240,9981,3823
1769,679405845277462528,2276,1147
1770,677187300187611136,2601,864
1771,738402415918125056,3156,791
1772,672970152493887488,882,329
1773,677331501395156992,1038,223
1774,715200624753819648,4964,1790
1775,667544320556335104,798,487
1776,675354435921575936,30725,15712
1777,676948236477857792,2052,814
1778,742161199639494656,4172,1318
1779,674416750885273600,651,128
1780,668496999348633600,379,119
