,tweet_id,favorite_count,retweet_count
276,846505985330044928,13621,2926
277,805520635690676224,5701,1639
278,671744970634719232,1267,710
279,676606785097199616,1808,410
280,690649993829576704,1257,262
281,674646392044941312,1354,455
282,679828447187857408,34840,13394
283,666337882303524864,174,81
284,669571471778410496,1480,936
285,671518598289059840,883,272
286,674051556661161984,1364,458
287,677573743309385728,2041,663
288,718454725339934721,4680,1450
289,668633411083464705,2594,1467
290,668975677807423489,1213,536
291,669993076832759809,301,75
292,670465786746662913,909,504
293,670069087419133954,580,218
294,672264251789176834,1057,309
295,692752401762250755,6581,3510
296,673350198937153538,714,195
297,674008982932058114,1129,329
298,672272411274932228,6009,3103
299,836648853927522308,0,535
300,780092040432480260,0,2254
301,673716320723169284,2903,701
302,798686750113755136,0,2307
303,674038233588723717,1034,394
304,718540630683709445,2357,968
305,832215726631055365,0,9052
306,676613908052996102,1032,188
307,716447146686459905,12579,5612
308,690959652130045952,3462,1200
309,679158373988876288,20431,7676
310,680145970311643136,3476,1673
311,674644256330530816,977,254
312,679047485189439488,2156,630
313,682406705142087680,7301,1682
314,707038192327901184,2114,756
315,707420581654872064,2182,666
316,667138269671505920,4224,1995
317,668154635664932864,463,286
318,698703483621523456,1405,360
319,787111942498508800,0,6660
320,673580926094458881,779,254
321,674036086168010753,804,191
322,680609293079592961,2532,666
323,683857920510050305,3678,1075
324,681891461017812993,2388,780
325,670782429121134593,1432,707
326,688519176466644993,2244,703
327,715220193576927233,2338,621
328,793614319594401792,0,3098
329,687732144991551489,1703,641
330,671542985629241344,1019,521
331,672828477930868736,1167,454
332,707315916783140866,2391,611
333,751793661361422336,5668,2811
334,733460102733135873,4027,1221
335,798673117451325440,0,5502
336,712668654853337088,4024,1162
337,698989035503689728,3230,936
338,676215927814406144,1646,544
339,709042156699303936,4568,1565
340,782969140009107456,23832,7239
341,888078434458587136,19895,3050
342,674767892831932416,1709,729
343,738883359779196928,3200,759
344,886736880519319552,10909,2796
345,873337748698140672,0,1404
346,782305867769217024,16425,5440
347,789960241177853952,0,4057
348,715758151270801409,3577,1370
349,694356675654983680,1457,276
350,796177847564038144,0,14107
351,816091915477250048,8816,2093
352,735256018284875776,3216,846
353,725786712245440512,4019,1317
354,733482008106668032,3010,909
355,727175381690781696,3774,1333
356,735991953473572864,3464,1101
357,736010884653420544,7606,2856
358,727644517743104000,5647,1676
359,683357973142474752,2793,878
360,684940049151070208,3094,999
361,685169283572338688,3980,1379
362,693590843962331137,4868,1875
363,739238157791694849,111876,55780
364,744234799360020481,151318,74901
365,745422732645535745,8319,2338
366,680161097740095489,2242,705
367,680798457301471234,2744,989
368,683773439333797890,3232,1293
369,683498322573824003,3067,932
370,688894073864884227,2171,659
371,670385711116361728,526,189
372,694183373896572928,2846,895
373,684097758874210310,3970,1380
374,687476254459715584,1919,515
375,690597161306841088,1884,581
376,740699697422163968,2762,747
377,735274964362878976,12585,4819
378,692158366030913536,2078,759
379,695064344191721472,1547,567
380,739544079319588864,38163,20369
381,743980027717509120,4051,1055
382,672245253877968896,635,143
383,686358356425093120,2097,639
384,738885046782832640,3648,1102
385,714485234495041536,2566,1081
386,698262614669991936,4613,1922
387,724771698126512129,2256,606
388,747461612269887489,3761,1012
389,748699167502000129,4625,1536
390,757393109802180609,5671,1687
391,767754930266464257,15684,5257
392,776477788987613185,8662,2711
393,778408200802557953,13384,4235
394,831262627380748289,11650,1985
395,832032802820481025,17472,4535
396,830173239259324417,0,5512
397,679872969355714560,2124,642
398,744971049620602880,7642,2593
399,837110210464448512,15629,2285
400,842115215311396866,13545,2894
401,674410619106390016,1135,429
402,668994913074286592,409,207
403,739485634323156992,6912,2810
404,830097400375152640,9565,2848
405,826615380357632002,0,3882
406,792773781206999040,7292,1655
407,682003177596559360,3008,1453
408,688211956440801280,2170,796
409,745314880350101504,6936,2653
410,821886076407029760,11126,2256
411,800459316964663297,9428,2152
412,832769181346996225,0,38
413,865006731092295680,26028,7012
414,874680097055178752,25524,4106
415,668567822092664832,222,49
416,801538201127157760,8156,2044
417,802185808107208704,0,270
418,821044531881721856,12472,2224
419,778748913645780993,6775,1278
420,886054160059072513,0,96
421,799308762079035393,0,5401
422,859196978902773760,84044,27676
423,791672322847637504,11632,3098
424,817171292965273600,8655,1985
425,748337862848962560,7389,3970
426,688385280030670848,8958,4303
427,774639387460112384,6607,1693
428,771102124360998913,6109,1403
429,674014384960745472,1464,594
430,675006312288268288,919,209
431,675113801096802304,1834,735
432,675153376133427200,5883,2409
433,677269281705472000,1883,673
434,688828561667567616,1339,351
435,713919462244790272,3175,762
436,717841801130979328,2366,573
437,723912936180330496,3754,1178
438,675145476954566656,2018,837
439,671141549288370177,1079,603
440,666411507551481857,394,285
441,666437273139982337,110,42
442,667062181243039745,203,47
443,671729906628341761,7935,3999
444,714982300363173890,3584,992
445,718613305783398402,2351,457
446,666826780179869698,237,82
447,670079681849372674,2061,1127
448,677700003327029250,3237,1369
449,670361874861563904,310,60
450,669216679721873412,1110,373
451,672095186491711488,928,339
452,686606069955735556,1824,523
453,840696689258311684,11927,931
454,668480044826800133,424,131
455,833863086058651648,13133,2331
456,674606911342424069,879,93
457,689283819090870273,3154,1060
458,691483041324204033,2315,538
459,743545585370791937,3426,909
460,705442520700944385,4254,1552
461,700151421916807169,2171,643
462,682047327939461121,3081,900
463,685906723014619143,7237,2754
464,687124485711986689,2111,487
465,687480748861947905,1551,229
466,707741517457260545,2410,587
467,785639753186217984,7777,2205
468,848690551926992896,24211,4106
469,838831947270979586,0,10615
470,672609152938721280,1033,359
471,786963064373534720,26329,7860
472,686286779679375361,3881,1606
473,855851453814013952,43403,16844
474,828801551087042563,0,3326
475,689993469801164801,1406,430
476,790723298204217344,0,2279
477,674743008475090944,1312,506
478,702276748847800320,2385,741
479,707983188426153984,48,2
480,818627210458333184,22080,7412
481,674307341513269249,10678,6458
482,674690135443775488,1080,439
483,693642232151285760,2462,397
484,752309394570878976,0,15712
485,757596066325864448,4235,1026
486,786051337297522688,1408,154
487,868622495443632128,24584,4743
488,868880397819494401,60298,12925
489,707059547140169728,2510,649
490,791406955684368384,13024,4061
491,715704790270025728,2679,547
492,712438159032893441,5138,1505
493,697943111201378304,2312,647
494,730211855403241472,3682,1020
495,678396796259975168,1527,395
496,689143371370250240,1959,487
497,698178924120031232,2727,712
498,844973813909606400,14522,3029
499,861383897657036800,33645,9772
500,865359393868664832,24556,4530
501,870804317367881728,30996,5527
502,792394556390137856,13272,4256
503,841077006473256960,22173,5105
504,707387676719185920,3377,1226
505,887517139158093824,42337,10351
506,694001791655137281,3292,985
507,698710712454139905,2385,652
508,702539513671897089,2783,921
509,709556954897764353,3168,1028
510,863432100342583297,22107,4765
511,866450705531457537,113217,31852
512,871515927908634625,18578,3104
513,889665388333682689,43797,8800
514,702899151802126337,1555,433
515,696744641916489729,2005,895
516,693993230313091072,1818,387
517,674781762103414784,1888,1112
518,699036661657767936,2524,1156
519,702684942141153280,3124,1026
520,666353288456101888,194,64
521,759447681597108224,8298,2394
522,728387165835677696,3572,922
523,728751179681943552,2669,648
524,708119489313951744,2597,940
525,704871453724954624,4139,1085
526,705975130514706432,2994,702
527,738184450748633089,4187,1170
528,706291001778950144,1654,461
529,706681918348251136,3189,941
530,707776935007539200,3167,920
531,709852847387627521,3393,1153
532,712085617388212225,3163,466
533,726887082820554753,3697,1450
534,735635087207878657,5954,2257
535,692530551048294401,1774,397
536,693262851218264065,2138,479
537,841314665196081154,15345,4456
538,849776966551130114,29126,7179
539,881536004380872706,45181,14103
540,707629649552134146,2478,833
541,707377100785885184,3160,1040
542,691756958957883396,2742,954
543,708149363256774660,4146,1497
544,710658690886586372,2234,540
545,672523490734551040,586,152
546,675334060156301312,2610,1206
547,687841446767013888,5290,2406
548,862457590147678208,19014,4475
549,847251039262605312,19748,4116
550,748575535303884801,5897,1924
551,750117059602808832,4227,1272
552,838916489579200512,0,33
553,673240798075449344,1335,660
554,674670581682434048,1514,606
555,679736210798047232,2014,755
556,675522403582218240,982,270
557,704347321748819968,1521,336
558,885167619883638784,19980,3848
559,855857698524602368,11245,1959
560,855818117272018944,25248,5059
561,855245323840757760,0,5537
562,676588346097852417,2196,738
563,670093938074779648,959,306
564,666776908487630848,320,155
565,806620845233815552,0,5463
566,676430933382295552,1330,320
567,680836378243002368,3324,1266
568,691444869282295808,2554,810
569,670435821946826752,989,475
570,671186162933985280,680,191
571,666837028449972224,748,503
572,682429480204398592,3321,1106
573,684800227459624960,2623,961
574,669680153564442624,627,266
575,670040295598354432,703,103
576,675111688094527488,902,232
577,741743634094141440,7910,2642
578,676811746707918848,1359,405
579,667534815156183040,759,483
580,711743778164514816,2739,954
581,743835915802583040,0,1995
582,667160273090932737,235,55
583,682697186228989953,1269,349
584,683834909291606017,2536,1075
585,688898160958271489,2027,751
586,697990423684476929,3176,1240
587,793271401113350145,8616,2366
588,826204788643753985,4784,898
589,828770345708580865,25049,5696
590,838083903487373313,17168,3002
591,839290600511926273,0,137
592,773704687002451968,6482,1592
593,860276583193509888,17203,3227
594,675166823650848770,3342,1478
595,690932576555528194,3180,980
596,780800785462489090,5397,1275
597,668190681446379520,602,184
598,674255168825880576,1372,504
599,680889648562991104,1700,353
600,748705597323898880,2699,921
601,828046555563323392,11508,2798
602,831309418084069378,11529,2394
603,672902681409806336,1281,460
604,703611486317502464,3705,1472
605,727314416056803329,3210,715
606,700062718104104960,2558,659
607,702321140488925184,3168,1006
608,684177701129875456,1951,636
609,684481074559381504,3743,1126
610,685663452032069632,3115,1397
611,685943807276412928,1574,568
612,686730991906516992,4006,1156
613,687826841265172480,2662,1081
614,696405997980676096,3098,1114
615,698549713696649216,2245,600
616,695794761660297217,3060,743
617,698953797952008193,2595,879
618,701889187134500865,3431,1336
619,714631576617938945,3159,950
620,680473011644985345,2457,722
621,672968025906282496,1242,498
622,815639385530101762,8108,1618
623,820749716845686786,31064,9668
624,677895101218201600,4595,1963
625,700518061187723268,2524,766
626,683391852557561860,7382,2307
627,806629075125202948,73807,34142
628,798705661114773508,0,6573
629,790227638568808452,0,3512
630,793256262322548741,19797,8248
631,796116448414461957,9000,2383
632,701570477911896070,2724,893
633,756303284449767430,3849,1079
634,812709060537683968,6544,1422
635,701805642395348998,3302,1603
636,683462770029932544,2340,646
637,757729163776290825,0,7667
638,748220828303695873,13728,7515
639,673700254269775872,1345,528
640,682788441537560576,2393,1066
641,757597904299253760,0,291
642,756939218950160384,6476,1943
643,708853462201716736,1745,636
644,693267061318012928,2299,781
645,751598357617971201,7729,2951
646,689659372465688576,10033,3697
647,697270446429966336,4559,1814
648,667806454573760512,981,449
649,674394782723014656,1416,529
650,680100725817409536,3464,1313
651,695409464418041856,8384,3450
652,709198395643068416,2365,614
653,745433870967832576,6869,2461
654,701601587219795968,2028,435
655,735648611367784448,3907,1059
656,668286279830867968,471,126
657,669327207240699904,535,112
658,669359674819481600,347,111
659,674422304705744896,1346,500
660,676617503762681856,2734,902
661,685307451701334016,2009,421
662,713761197720473600,4677,1308
663,717790033953034240,2764,1053
664,692894228850999298,2187,762
665,671538301157904385,871,353
666,672466075045466113,1264,488
667,682962037429899265,35452,15769
668,708711088997666817,2448,688
669,682638830361513985,1993,567
670,717009362452090881,3119,923
671,671122204919246848,3238,2316
672,669683899023405056,354,101
673,683098815881154561,2098,629
674,696894894812565505,2264,657
675,850145622816686080,15631,3586
676,666273097616637952,157,70
677,749403093750648834,2536,514
678,790277117346975746,12439,3136
679,826958653328592898,21156,4860
680,834167344700198914,15459,3548
681,752334515931054080,3725,1067
682,863471782782697472,0,2196
683,706169069255446529,3769,2128
684,805958939288408065,0,5299
685,822462944365645825,27455,13928
686,705102439679201280,2070,498
687,689517482558820352,3291,1377
688,689599056876867584,11276,5298
689,690690673629138944,2251,792
690,691321916024623104,2491,635
691,691416866452082688,18699,7345
692,691820333922455552,3829,1590
693,692017291282812928,2792,918
694,692905862751522816,2350,843
695,695816827381944320,2910,1108
696,698355670425473025,1789,429
697,699446877801091073,5758,2521
698,707610948723478529,16387,6089
699,714258258790387713,2924,701
700,720059472081784833,3723,1073
701,741793263812808706,4406,1451
702,784826020293709826,9980,3192
703,794926597468000259,10129,2290
704,712065007010385924,2176,598
705,729463711119904772,5582,2215
706,742385895052087300,6591,1890
707,748324050481647620,3591,731
708,758405701903519748,5084,1855
709,777621514455814149,8584,2463
710,837482249356513284,3755,425
711,839239871831150596,26332,6275
712,887343217045368832,30735,9265
713,816062466425819140,0,996
714,815745968457060357,0,4061
715,727685679342333952,2862,609
716,776218204058357768,29344,15486
717,867900495410671616,22414,3769
718,670408998013820928,520,201
719,670452855871037440,512,189
720,671533943490011136,950,534
721,707021089608753152,3955,1298
722,726224900189511680,4271,1098
723,674271431610523648,1463,680
724,696488710901260288,2433,986
725,706265994973601792,2647,898
726,705223444686888960,2502,769
727,676603393314578432,1104,360
728,773191612633579521,9812,4037
729,786709082849828864,18061,6036
730,673345638550134785,2344,1167
731,678643457146150913,1968,385
732,705475953783398401,2866,878
733,679062614270468097,16272,7667
734,696900204696625153,3065,987
735,671497587707535361,862,417
736,666430724426358785,289,172
737,762035686371364864,31116,15134
738,828708714936930305,35749,10885
739,779377524342161408,8641,3050
740,793500921481273345,10579,2349
741,762699858130116608,11864,3512
742,825147591692263424,17961,4423
743,759943073749200896,5802,2024
744,695446424020918272,4261,1749
745,753398408988139520,5604,1852
746,758854675097526272,3470,878
747,800859414831898624,681,97
748,762464539388485633,10074,4057
749,798644042770751489,0,1831
750,821421320206483457,0,5440
751,759047813560868866,6329,1947
752,808344865868283904,42061,20567
753,826848821049180160,35523,9889
754,891327558926688256,36719,8173
755,815736392542261248,9717,2226
756,798682547630837760,0,4690
757,686050296934563840,2152,700
758,693095443459342336,1800,438
759,699088579889332224,2171,602
760,766693177336135680,3931,776
761,692041934689402880,3286,1218
762,846139713627017216,29950,9615
763,789280767834746880,0,4856
764,800513324630806528,13027,2960
765,872486979161796608,37479,8090
766,879862464715927552,20440,3070
767,880465832366813184,25990,5476
768,880872448815771648,19463,3364
769,882992080364220416,21813,3411
770,883482846933004288,41804,8683
771,778396591732486144,0,11967
772,836989968035819520,12426,2229
773,837820167694528512,33159,7568
774,835152434251116546,21818,2899
775,813910438903693312,9207,1830
776,746790600704425984,4731,1544
777,746872823977771008,5808,2064
778,668960084974809088,656,224
779,747204161125646336,3262,882
780,747512671126323200,5365,1559
781,748692773788876800,4135,1297
782,749395845976588288,8329,3323
783,754874841593970688,0,7676
784,756651752796094464,4920,1259
785,770069151037685760,7446,2248
786,791312159183634433,8672,2501
787,796865951799083009,7615,1895
788,798665375516884993,0,3869
789,820446719150292993,0,2515
790,838921590096166913,10825,1963
791,840698636975636481,172,2
792,834089966724603904,9803,2068
793,739623569819336705,3638,1308
794,670832455012716544,678,199
795,796904159865868288,0,8818
796,858860390427611136,0,7466
797,792050063153438720,7071,1766
798,806219024703037440,6392,1183
799,744223424764059648,1610,347
800,800388270626521089,11063,2777
801,800188575492947969,0,3891
802,819952236453363712,5248,1147
803,687399393394311168,1832,596
804,694925794720792577,2613,883
805,671536543010570240,1101,372
806,668981893510119424,502,276
807,670842764863651840,23027,8012
808,772193107915964416,5905,1353
809,776813020089548800,4802,1181
810,879376492567855104,15411,2756
811,760521673607086080,4123,1362
812,821813639212650496,0,3300
813,825535076884762624,55954,17178
814,832040443403784192,0,9303
815,834786237630337024,20936,5350
816,848212111729840128,15687,2868
817,785927819176054784,11252,3141
818,851591660324737024,15557,3272
819,880221127280381952,24603,3658
820,856330835276025856,0,620
821,824025158776213504,4748,585
822,669603084620980224,891,336
823,820078625395449857,19505,6155
824,842765311967449089,6507,1209
825,884876753390489601,25390,4911
826,832215909146226688,0,6036
827,798628517273620480,0,1959
828,805487436403003392,8715,2488
829,807059379405148160,0,7239
830,809920764300447744,15402,3882
831,819588359383371776,9512,1957
832,799757965289017345,8320,2140
833,809220051211603969,19705,5512
834,810657578271330305,10849,2602
835,812781120811126785,7465,1876
836,813066809284972545,7841,1922
837,816697700272001025,9654,2152
838,823269594223824897,0,9655
839,666691418707132416,171,44
840,677716515794329600,2905,930
841,694329668942569472,1932,486
842,699079609774645248,2368,622
843,714141408463036416,4166,1345
844,668623201287675904,1316,687
845,668641109086707712,988,497
846,667012601033924608,419,200
847,669371483794317312,459,164
848,674752233200820224,1371,430
849,676864501615042560,1987,666
850,669015743032369152,693,346
851,803380650405482500,7694,1857
852,818145370475810820,12102,2513
853,878604707211726852,27492,6232
854,765395769549590528,26141,3308
855,819711362133872643,13169,3054
856,666454714377183233,470,195
857,672591762242805761,892,307
858,672964561327235073,1328,594
859,676819651066732545,1731,626
860,701981390485725185,3330,946
861,705898680587526145,2291,530
862,713900603437621249,2742,702
863,717537687239008257,5583,1766
864,695314793360662529,3508,1398
865,710588934686908417,4373,1783
866,858107933456039936,14801,2666
867,667455448082227200,178,56
868,773308824254029826,22866,7313
869,877736472329191424,72359,16706
870,693644216740769793,1313,119
871,702598099714314240,11827,3308
872,813172488309972993,9158,1898
873,829878982036299777,0,4860
874,787322443945877504,7699,1721
875,833124694597443584,19753,4700
876,766069199026450432,4135,828
877,818259473185828864,10859,2204
878,750086836815486976,2113,516
879,875021211251597312,23422,4177
880,878057613040115712,38523,6010
881,771171053431250945,0,7262
882,832645525019123713,2864,517
883,667491009379606528,483,206
884,813157409116065792,7675,2169
885,816829038950027264,0,4629
886,795464331001561088,49019,23288
887,674999807681908736,2111,1029
888,678740035362037760,3589,1579
889,704819833553219584,2552,943
890,711998809858043904,0,123
891,710833117892898816,2593,512
892,718234618122661888,3728,947
893,715733265223708672,4501,1620
894,717428917016076293,1563,429
895,681340665377193984,1589,263
896,814578408554463233,0,5741
897,670003130994700288,310,84
898,666073100786774016,282,140
899,670811965569282048,1053,247
900,671355857343524864,453,112
901,672125275208069120,2231,1059
902,672169685991993344,958,340
903,723673163800948736,2917,848
904,676101918813499392,2688,1106
905,687317306314240000,19478,8818
906,728653952833728512,3205,999
907,673270968295534593,1006,335
908,674045139690631169,1325,596
909,675898130735476737,1527,536
910,736365877722001409,3840,1188
911,680940246314430465,3072,995
912,687109925361856513,5622,2362
913,668204964695683073,522,182
914,668643542311546881,811,476
915,669351434509529089,402,166
916,671109016219725825,1068,402
917,684969860808454144,2310,355
918,749417653287129088,5939,1592
919,833479644947025920,14541,1976
920,825120256414846976,0,1215
921,820314633777061888,3298,552
922,746757706116112384,9288,3771
923,759793422261743616,5821,1850
924,710283270106132480,2085,501
925,719704490224398336,4376,1367
926,872967104147763200,25023,4797
927,877611172832227328,0,70
928,750056684286914561,3078,871
929,761227390836215808,5215,1521
930,789268448748703744,9024,2572
931,803773340896923648,9956,2705
932,668967877119254528,135,21
933,716730379797970944,1191,411
934,778624900596654080,4537,994
935,780192070812196864,8571,2199
936,849668094696017920,0,4700
937,757611664640446465,4464,1067
938,824663926340194305,10347,1729
939,699779630832685056,2640,1191
940,769695466921623552,6295,1643
941,773247561583001600,9284,3187
942,778286810187399168,10216,3231
943,782722598790725632,17029,5299
944,783347506784731136,0,5450
945,787810552592695296,8518,3005
946,798340744599797760,0,3287
947,809084759137812480,13087,3482
948,813202720496779264,9125,1794
949,823939628516474880,10455,2647
950,750071704093859840,7616,3216
951,772581559778025472,6360,1664
952,810284430598270976,34827,11076
953,846042936437604353,15414,2726
954,871032628920680449,20956,3401
955,743595368194129920,17756,6292
956,680206703334408192,2726,1110
957,680440374763077632,1404,480
958,680497766108381184,4088,1825
959,680801747103793152,2294,784
960,684241637099323392,7843,3141
961,681242418453299201,1431,506
962,685268753634967552,2987,1154
963,685321586178670592,2554,603
964,685547936038666240,31791,14978
965,690400367696297985,1823,432
966,691459709405118465,3917,1093
967,715342466308784130,2941,660
968,692142790915014657,1593,375
969,712717840512598017,11876,4755
970,794355576146903043,0,10157
971,813081950185472002,9796,2746
